epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
385,2055.82,0.32457,0.24614,0.87224,0.99928,1,0.995,0.99383,0.18148,0.13404,0.76871,0.0002996,0.0002996,0.0002996
386,2063.07,0.32928,0.25709,0.87164,0.99927,1,0.995,0.99224,0.19511,0.13622,0.76958,0.000297125,0.000297125,0.000297125
387,2067.47,0.34528,0.2624,0.8737,0.99925,1,0.995,0.99243,0.18276,0.13133,0.76796,0.00029465,0.00029465,0.00029465
388,2071.99,0.35774,0.24797,0.89512,0.99926,1,0.995,0.99381,0.1759,0.12843,0.76751,0.000292175,0.000292175,0.000292175
389,2078.45,0.34337,0.24418,0.87907,0.9993,1,0.995,0.99263,0.18501,0.13249,0.76903,0.0002897,0.0002897,0.0002897
390,2083.42,0.32603,0.25683,0.86812,0.99922,1,0.995,0.99201,0.19304,0.13317,0.76913,0.000287225,0.000287225,0.000287225
391,2087.88,0.32387,0.24622,0.86599,0.99914,1,0.995,0.99296,0.18079,0.13101,0.76796,0.00028475,0.00028475,0.00028475
392,2093.79,0.32792,0.23269,0.87678,0.9992,1,0.995,0.99276,0.17844,0.13161,0.76768,0.000282275,0.000282275,0.000282275
393,2100.02,0.32605,0.25624,0.86825,0.99929,1,0.995,0.99268,0.17927,0.12939,0.76703,0.0002798,0.0002798,0.0002798
394,2104.38,0.32992,0.25475,0.87232,0.99933,1,0.995,0.99362,0.18102,0.13024,0.76755,0.000277325,0.000277325,0.000277325
395,2109.17,0.31387,0.2355,0.8647,0.99933,1,0.995,0.99383,0.17603,0.12919,0.76705,0.00027485,0.00027485,0.00027485
396,2116.43,0.32193,0.27021,0.86876,0.99931,1,0.995,0.99286,0.17972,0.13046,0.76847,0.000272375,0.000272375,0.000272375
397,2121.1,0.33065,0.25081,0.87234,0.99927,1,0.995,0.99318,0.17748,0.12938,0.76813,0.0002699,0.0002699,0.0002699
398,2125.56,0.32933,0.24126,0.87674,0.99925,1,0.995,0.99087,0.2001,0.13508,0.77125,0.000267425,0.000267425,0.000267425
399,2131.93,0.32767,0.25348,0.86355,0.99924,1,0.995,0.99359,0.18817,0.13327,0.76959,0.00026495,0.00026495,0.00026495
400,2137.24,0.32159,0.25525,0.87434,0.99926,1,0.995,0.99395,0.18108,0.1273,0.76895,0.000262475,0.000262475,0.000262475
401,2141.84,0.34731,0.26519,0.87988,0.99929,1,0.995,0.99385,0.17992,0.12636,0.76858,0.00026,0.00026,0.00026
402,2147.28,0.31839,0.25582,0.86493,0.99936,1,0.995,0.99223,0.1809,0.12945,0.76894,0.000257525,0.000257525,0.000257525
403,2153.55,0.33676,0.26042,0.88302,0.99933,1,0.995,0.99422,0.17633,0.12819,0.76809,0.00025505,0.00025505,0.00025505
404,2158.04,0.32645,0.24913,0.87016,0.99932,1,0.995,0.99368,0.18566,0.13016,0.76947,0.000252575,0.000252575,0.000252575
405,2162.59,0.35881,0.25373,0.87876,0.99934,1,0.995,0.99337,0.18463,0.12909,0.76993,0.0002501,0.0002501,0.0002501
406,2169.12,0.33448,0.24695,0.86865,0.99938,1,0.995,0.99338,0.18086,0.13052,0.76856,0.000247625,0.000247625,0.000247625
407,2173.72,0.3414,0.24427,0.87126,0.99938,1,0.995,0.99398,0.17549,0.13005,0.76755,0.00024515,0.00024515,0.00024515
408,2178.21,0.33065,0.24665,0.87283,0.9994,1,0.995,0.99261,0.18731,0.13031,0.76925,0.000242675,0.000242675,0.000242675
409,2184.61,0.31821,0.24353,0.85669,0.9994,1,0.995,0.99315,0.18462,0.13105,0.76884,0.0002402,0.0002402,0.0002402
410,2189.44,0.33004,0.2577,0.86524,0.9994,1,0.995,0.99289,0.18617,0.13185,0.76909,0.000237725,0.000237725,0.000237725
411,2195.7,0.33239,0.24885,0.87086,0.99939,1,0.995,0.99185,0.18849,0.12867,0.76993,0.00023525,0.00023525,0.00023525
412,2203.51,0.31023,0.24889,0.87628,0.99933,1,0.995,0.99228,0.18889,0.12866,0.7698,0.000232775,0.000232775,0.000232775
413,2208.79,0.31035,0.24439,0.86859,0.99928,1,0.995,0.99301,0.1876,0.12688,0.76987,0.0002303,0.0002303,0.0002303
414,2213.27,0.31908,0.2466,0.87349,0.99926,1,0.995,0.99495,0.17547,0.1235,0.76783,0.000227825,0.000227825,0.000227825
415,2218.96,0.32431,0.24459,0.8611,0.99928,1,0.995,0.99495,0.17179,0.12255,0.76693,0.00022535,0.00022535,0.00022535
416,2224.79,0.3209,0.25721,0.87462,0.99936,1,0.995,0.99493,0.16823,0.12195,0.76691,0.000222875,0.000222875,0.000222875
417,2229.32,0.32696,0.23896,0.85999,0.99937,1,0.995,0.99471,0.16607,0.12333,0.76633,0.0002204,0.0002204,0.0002204
418,2234.12,0.32956,0.24398,0.87598,0.99935,1,0.995,0.99374,0.16736,0.12377,0.76604,0.000217925,0.000217925,0.000217925
419,2241.37,0.31351,0.2569,0.86247,0.99931,1,0.995,0.99335,0.16977,0.12363,0.76638,0.00021545,0.00021545,0.00021545
420,2245.82,0.31389,0.25093,0.86918,0.9993,1,0.995,0.9923,0.17382,0.12448,0.76727,0.000212975,0.000212975,0.000212975
421,2250.35,0.30999,0.22066,0.86613,0.9993,1,0.995,0.99422,0.16299,0.12107,0.76565,0.0002105,0.0002105,0.0002105
422,2256.97,0.30008,0.22907,0.86511,0.99933,1,0.995,0.9934,0.16233,0.11922,0.76539,0.000208025,0.000208025,0.000208025
423,2262.16,0.30803,0.23497,0.85586,0.99937,1,0.995,0.99316,0.17169,0.12078,0.7663,0.00020555,0.00020555,0.00020555
424,2266.62,0.32133,0.23601,0.85567,0.9994,1,0.995,0.99318,0.17333,0.12253,0.76624,0.000203075,0.000203075,0.000203075
425,2272.01,0.33936,0.24288,0.88098,0.99938,1,0.995,0.99394,0.16736,0.1221,0.76539,0.0002006,0.0002006,0.0002006
426,2277.93,0.31748,0.24513,0.86775,0.99936,1,0.995,0.99305,0.172,0.12419,0.76604,0.000198125,0.000198125,0.000198125
427,2282.3,0.30866,0.2267,0.86043,0.99935,1,0.995,0.99383,0.16992,0.12294,0.7659,0.00019565,0.00019565,0.00019565
428,2287.04,0.30872,0.2204,0.85567,0.99933,1,0.995,0.99453,0.17063,0.12355,0.76641,0.000193175,0.000193175,0.000193175
429,2293.76,0.30642,0.22601,0.85123,0.99934,1,0.995,0.99424,0.16233,0.12114,0.76479,0.0001907,0.0001907,0.0001907
430,2298.26,0.3203,0.24718,0.87136,0.99933,1,0.995,0.99438,0.16842,0.12277,0.76548,0.000188225,0.000188225,0.000188225
431,2302.62,0.30724,0.22936,0.8586,0.99933,1,0.995,0.99454,0.15635,0.12073,0.76461,0.00018575,0.00018575,0.00018575
432,2309.33,0.32878,0.24199,0.87962,0.99933,1,0.995,0.99462,0.15472,0.11875,0.76389,0.000183275,0.000183275,0.000183275
433,2314.57,0.32946,0.25977,0.86249,0.99932,1,0.995,0.99464,0.15843,0.11916,0.76393,0.0001808,0.0001808,0.0001808
434,2319.07,0.30264,0.2351,0.86128,0.9993,1,0.995,0.99457,0.16064,0.1209,0.76449,0.000178325,0.000178325,0.000178325
435,2324.39,0.31007,0.2445,0.87313,0.99928,1,0.995,0.99456,0.16206,0.12067,0.76492,0.00017585,0.00017585,0.00017585
436,2330.92,0.31918,0.24249,0.86548,0.99927,1,0.995,0.99412,0.16372,0.11801,0.7651,0.000173375,0.000173375,0.000173375
437,2335.39,0.29932,0.22923,0.86929,0.99927,1,0.995,0.99408,0.16537,0.11874,0.7652,0.0001709,0.0001709,0.0001709
438,2340.17,0.27841,0.21871,0.84808,0.99929,1,0.995,0.99427,0.15841,0.1167,0.7644,0.000168425,0.000168425,0.000168425
439,2347.19,0.31184,0.23877,0.85287,0.99932,1,0.995,0.99425,0.16109,0.11746,0.76478,0.00016595,0.00016595,0.00016595
440,2351.82,0.31147,0.24805,0.87536,0.99936,1,0.995,0.99289,0.1671,0.11826,0.76567,0.000163475,0.000163475,0.000163475
441,2356.26,0.32332,0.25874,0.87798,0.99938,1,0.995,0.99407,0.16243,0.11696,0.76503,0.000161,0.000161,0.000161
442,2362.37,0.33999,0.25994,0.87315,0.9994,1,0.995,0.99442,0.16122,0.11853,0.76499,0.000158525,0.000158525,0.000158525
443,2367.79,0.33023,0.25097,0.87573,0.99939,1,0.995,0.99443,0.1652,0.11979,0.76549,0.00015605,0.00015605,0.00015605
444,2372.32,0.30414,0.22817,0.8653,0.99937,1,0.995,0.99435,0.16824,0.12198,0.76557,0.000153575,0.000153575,0.000153575
445,2377.73,0.30204,0.24352,0.86953,0.99935,1,0.995,0.99467,0.1645,0.12169,0.76523,0.0001511,0.0001511,0.0001511
446,2383.78,0.29915,0.23567,0.86503,0.99931,1,0.995,0.99486,0.15794,0.11958,0.76458,0.000148625,0.000148625,0.000148625
447,2388.39,0.31015,0.23079,0.87059,0.99929,1,0.995,0.99497,0.15596,0.11908,0.76426,0.00014615,0.00014615,0.00014615
448,2395.14,0.29281,0.22822,0.85629,0.99931,1,0.995,0.99476,0.15412,0.11596,0.76376,0.000143675,0.000143675,0.000143675
449,2403.11,0.29996,0.23509,0.85883,0.99934,1,0.995,0.99479,0.14839,0.11318,0.7629,0.0001412,0.0001412,0.0001412
450,2407.65,0.30358,0.23246,0.85344,0.99936,1,0.995,0.9947,0.1503,0.11377,0.7629,0.000138725,0.000138725,0.000138725
451,2412.08,0.30876,0.24549,0.86118,0.99936,1,0.995,0.99469,0.15321,0.11396,0.76339,0.00013625,0.00013625,0.00013625
452,2418.67,0.29968,0.24223,0.85693,0.99934,1,0.995,0.99475,0.14532,0.11302,0.7621,0.000133775,0.000133775,0.000133775
453,2423.56,0.31119,0.24548,0.86852,0.99931,1,0.995,0.99464,0.14684,0.11328,0.76247,0.0001313,0.0001313,0.0001313
454,2428.16,0.30627,0.22374,0.86293,0.99929,1,0.995,0.99477,0.14878,0.11239,0.76293,0.000128825,0.000128825,0.000128825
455,2433.92,0.29383,0.23348,0.85456,0.99929,1,0.995,0.9943,0.14892,0.11184,0.76266,0.00012635,0.00012635,0.00012635
456,2440.02,0.28825,0.21441,0.85845,0.99932,1,0.995,0.99476,0.1499,0.1125,0.76293,0.000123875,0.000123875,0.000123875
457,2444.5,0.29276,0.22908,0.85166,0.99934,1,0.995,0.99476,0.14673,0.11219,0.76289,0.0001214,0.0001214,0.0001214
458,2449.54,0.29488,0.24565,0.86033,0.99935,1,0.995,0.99477,0.15097,0.11375,0.76281,0.000118925,0.000118925,0.000118925
459,2456.58,0.30876,0.23197,0.86407,0.99936,1,0.995,0.99478,0.15645,0.11512,0.76303,0.00011645,0.00011645,0.00011645
460,2461.11,0.31056,0.23088,0.86991,0.99935,1,0.995,0.99496,0.15519,0.11355,0.763,0.000113975,0.000113975,0.000113975
461,2465.57,0.31276,0.23609,0.85965,0.99934,1,0.995,0.99465,0.1589,0.11482,0.76415,0.0001115,0.0001115,0.0001115
462,2472.57,0.30171,0.23757,0.85636,0.99934,1,0.995,0.99497,0.1464,0.1118,0.76292,0.000109025,0.000109025,0.000109025
463,2477.44,0.28327,0.21346,0.85276,0.99932,1,0.995,0.99496,0.14913,0.11177,0.76291,0.00010655,0.00010655,0.00010655
464,2481.97,0.29866,0.22053,0.86555,0.99933,1,0.995,0.99497,0.14527,0.11166,0.76231,0.000104075,0.000104075,0.000104075
465,2488.15,0.29247,0.22572,0.86235,0.99932,1,0.995,0.99498,0.14511,0.11239,0.76201,0.0001016,0.0001016,0.0001016
466,2493.91,0.29723,0.21872,0.85837,0.99933,1,0.995,0.99498,0.14389,0.11262,0.76177,9.9125e-05,9.9125e-05,9.9125e-05
467,2498.42,0.28262,0.2167,0.8664,0.99932,1,0.995,0.9947,0.14237,0.11118,0.76157,9.665e-05,9.665e-05,9.665e-05
468,2503.67,0.30169,0.22665,0.86173,0.99933,1,0.995,0.99474,0.14531,0.11215,0.76171,9.4175e-05,9.4175e-05,9.4175e-05
469,2510.07,0.30161,0.25115,0.86163,0.99933,1,0.995,0.9947,0.1439,0.11032,0.76156,9.17e-05,9.17e-05,9.17e-05
470,2514.54,0.30617,0.23741,0.87784,0.99934,1,0.995,0.99495,0.15007,0.11074,0.76205,8.9225e-05,8.9225e-05,8.9225e-05
471,2519.28,0.29314,0.21593,0.85916,0.99934,1,0.995,0.99463,0.14911,0.11018,0.7619,8.675e-05,8.675e-05,8.675e-05
472,2526.57,0.27948,0.22942,0.86519,0.99935,1,0.995,0.99466,0.14596,0.10788,0.76163,8.4275e-05,8.4275e-05,8.4275e-05
473,2531.33,0.29296,0.23523,0.87046,0.99935,1,0.995,0.9944,0.14683,0.10829,0.76199,8.18e-05,8.18e-05,8.18e-05
474,2535.94,0.27488,0.21056,0.85847,0.99935,1,0.995,0.99465,0.14351,0.10726,0.76186,7.9325e-05,7.9325e-05,7.9325e-05
475,2542.19,0.29438,0.22135,0.87114,0.99934,1,0.995,0.99465,0.14203,0.10632,0.76168,7.685e-05,7.685e-05,7.685e-05
476,2547.62,0.28475,0.21406,0.85054,0.99932,1,0.995,0.995,0.14111,0.1056,0.7616,7.4375e-05,7.4375e-05,7.4375e-05
477,2552.29,0.2813,0.22352,0.84448,0.99932,1,0.995,0.99467,0.14298,0.10572,0.76189,7.19e-05,7.19e-05,7.19e-05
478,2557.98,0.2951,0.2267,0.8658,0.99932,1,0.995,0.99439,0.14298,0.10484,0.76187,6.9425e-05,6.9425e-05,6.9425e-05
479,2564.12,0.27564,0.2244,0.86324,0.99933,1,0.995,0.9947,0.14124,0.10564,0.76144,6.695e-05,6.695e-05,6.695e-05
480,2568.68,0.28302,0.21695,0.86326,0.99932,1,0.995,0.99471,0.13771,0.10612,0.76091,6.4475e-05,6.4475e-05,6.4475e-05
481,2573.48,0.28275,0.22326,0.86118,0.99931,1,0.995,0.995,0.13726,0.10584,0.76081,6.2e-05,6.2e-05,6.2e-05
482,2580.78,0.28607,0.22363,0.85847,0.9993,1,0.995,0.995,0.13705,0.10527,0.76088,5.9525e-05,5.9525e-05,5.9525e-05
483,2585.76,0.28759,0.2262,0.86741,0.9993,1,0.995,0.995,0.13648,0.10486,0.7608,5.705e-05,5.705e-05,5.705e-05
484,2593.37,0.30814,0.23252,0.87411,0.99928,1,0.995,0.995,0.13562,0.10598,0.76077,5.4575e-05,5.4575e-05,5.4575e-05
485,2600.38,0.27206,0.2262,0.85638,0.99928,1,0.995,0.99473,0.13531,0.10597,0.76079,5.21e-05,5.21e-05,5.21e-05
486,2605.07,0.28148,0.21004,0.85211,0.9993,1,0.995,0.995,0.13452,0.10514,0.76099,4.9625e-05,4.9625e-05,4.9625e-05
487,2609.58,0.26509,0.19753,0.84111,0.99932,1,0.995,0.995,0.13362,0.10451,0.76087,4.715e-05,4.715e-05,4.715e-05
488,2616.68,0.28235,0.22397,0.85559,0.99934,1,0.995,0.995,0.13363,0.10335,0.76086,4.4675e-05,4.4675e-05,4.4675e-05
489,2621.43,0.29258,0.21659,0.84653,0.99935,1,0.995,0.995,0.13422,0.10337,0.7607,4.22e-05,4.22e-05,4.22e-05
490,2626,0.29777,0.25099,0.8535,0.99934,1,0.995,0.995,0.13709,0.10436,0.76095,3.9725e-05,3.9725e-05,3.9725e-05
491,2635.37,0.21629,0.14756,0.79046,0.99932,1,0.995,0.995,0.13757,0.10484,0.76114,3.725e-05,3.725e-05,3.725e-05
492,2640.26,0.20418,0.14265,0.78183,0.99929,1,0.995,0.99472,0.13554,0.10441,0.76105,3.4775e-05,3.4775e-05,3.4775e-05
493,2644.7,0.20493,0.14607,0.78728,0.99928,1,0.995,0.995,0.13951,0.10603,0.76159,3.23e-05,3.23e-05,3.23e-05
494,2651.13,0.20677,0.1446,0.79581,0.99926,1,0.995,0.995,0.14367,0.10738,0.76229,2.9825e-05,2.9825e-05,2.9825e-05
495,2656.23,0.21594,0.14484,0.79192,0.99926,1,0.995,0.995,0.14193,0.10715,0.76219,2.735e-05,2.735e-05,2.735e-05
496,2660.72,0.21021,0.14286,0.80167,0.99924,1,0.995,0.9943,0.14145,0.10622,0.76232,2.4875e-05,2.4875e-05,2.4875e-05
497,2665.94,0.21273,0.14454,0.80007,0.99925,1,0.995,0.9943,0.14321,0.10673,0.76271,2.24e-05,2.24e-05,2.24e-05
498,2672.32,0.1983,0.133,0.79062,0.99926,1,0.995,0.9943,0.14638,0.10723,0.763,1.9925e-05,1.9925e-05,1.9925e-05
499,2676.57,0.18467,0.14089,0.79049,0.99926,1,0.995,0.99431,0.14811,0.10839,0.76321,1.745e-05,1.745e-05,1.745e-05
500,2680.83,0.20323,0.13971,0.80615,0.99927,1,0.995,0.9943,0.14712,0.10831,0.76311,1.4975e-05,1.4975e-05,1.4975e-05
